假名,日语汉字,中文翻译,容易混淆的单词,混淆词翻译
いいん,委員,委员,ゆう,说
ゆう,言う,说,いがい,意外
いがい,意外,意外,いき,去
いき,行き,去,ゆき,去
ゆき,行き,去,いき,呼吸
いき,息,呼吸,いきおい,势头
いきおい,勢い,势头,いきもの,生物
いきもの,生き物,生物,いくつ,几个
いくつ,幾つ,几个,いくら,多少钱
いくら,幾ら,多少钱,いけない,不行
いけない,,不行,いし,医生
いし,医師,医生,いし,意思
いし,意思,意思,いし,意志
いし,意志,意志,いじ,维持
いじ,維持,维持,いしき,意识
いしき,意識,意识,いじょう,异常
いじょう,異常,异常,いす,椅子
いす,椅子,椅子,いずみ,泉水
いずみ,泉,泉水,いずれ,哪个
いずれ,,哪个,いぜん,以前
いぜん,以前,以前,いた,板
いた,板,板,いだい,伟大
いだい,偉大,伟大,いだく,抱
いだく,抱く,抱,いたずら,恶作剧
いたずら,,恶作剧,いただきます,我吃了
いただきます,,我吃了,いただく,领受
いただく,頂く,领受,いたみ,疼痛
いたみ,痛み,疼痛,いたる,到达
いたる,至る,到达,いち,市场
いち,,市场,いち,位置
いち,位置,位置,いちじ,一时
いちじ,一時,一时,いちどに,一下子
いちどに,一度に,一下子,いちば,市场
いちば,市場,市场,いちばん,最
いちばん,一番,最,いつか,何时
いつか,,何时,いっか,一家
いっか,一家,一家,いっしゅ,一种
いっしゅ,一種,一种,いっしゅん,一瞬间
いっしゅん,一瞬,一瞬间,いっしょう,一生
いっしょう,一生,一生,いっそう,更加
いっそう,一層,更加,いったい,到底
いったい,一体,到底,いっち,一致
いっち,一致,一致,いつでも,随时
いつでも,,随时,いっぱん,一般
いっぱん,一般,一般,いっぽう,另一方面
いっぽう,一方,另一方面,いつまでも,永远
いつまでも,,永远,いつも,总是
いつも,いつも,总是,いどう,移动
いどう,移動,移动,いとこ,堂兄弟
いとこ,従兄弟,堂兄弟,いね,稻
いね,稲,稻,いねむり,打瞌睡
いねむり,居眠り,打瞌睡,いのち,生命
いのち,命,生命,いはん,违反
いはん,違反,违反,いふく,衣服
いふく,衣服,衣服,いま,客厅
いま,居間,客厅,いまに,不久
いまに,今に,不久,いまにも,马上
いまにも,今にも,马上,いや,不
いや,否,不,いらい,以来
いらい,以来,以来,いらい,委托
いらい,依頼,委托,いらいら,焦急
いらいら,,焦急,いらっしゃい,欢迎
いらっしゃい,,欢迎,いりょう,医疗
いりょう,医療,医疗,いわ,岩石
いわ,岩,岩石,いわい,庆祝
いわい,祝い,庆祝,いわう,祝贺
いわう,祝う,祝贺,いわば,可以说
いわば,言わば,可以说,いわゆる,所谓的
いわゆる,,所谓的,インク,墨水
インク,,墨水,いんさつ,印刷
いんさつ,印刷,印刷,いんしょう,印象
いんしょう,印象,印象,いんたい,引退
いんたい,引退,引退,いんよう,引用
いんよう,引用,引用,ウイスキー,威士忌
ウイスキー,,威士忌,うわ,上
うわ,上,上,うお,鱼
うお,魚,鱼,うがい,漱口
うがい,,漱口,うかがう,拜访
うかがう,伺う,拜访,うけとる,收到
うけとる,受け取る,收到,うごかす,移动
うごかす,動かす,移动,うさぎ,兔子
うさぎ,兎,兔子,うし,牛
うし,牛,牛,うしなう,失去
うしなう,失う,失去,うしろ,后面
うしろ,後ろ,后面,うそ,谎言
うそ,嘘,谎言,うたがう,怀疑
うたがう,疑う,怀疑,うち,里面
うち,内,里面,うちゅう,宇宙
うちゅう,宇宙,宇宙,うつ,攻击
うつ,撃つ,攻击,うつす,转移
うつす,移す,转移,うったえる,诉说
うったえる,訴える,诉说,うなる,呻吟
うなる,,呻吟,うばう,夺走
うばう,奪う,夺走,うま,马
うま,馬,马,うまい,好吃
うまい,うまい,好吃,うまれ,出生
うまれ,生まれ,出生,うめ,梅
うめ,梅,梅,うらぎる,背叛
うらぎる,裏切る,背叛,うるさい,吵闹
うるさい,,吵闹,うれしい,高兴
うれしい,嬉しい,高兴,うれる,畅销
うれる,売れる,畅销,うわさ,传闻
うわさ,噂,传闻,うん,运气
うん,運,运气,うんてん,驾驶
うんてん,運転,驾驶,うんどう,运动
うんどう,運動,运动,え,柄
え,柄,柄,えいえん,永恒
えいえん,永遠,永恒,えいきゅう,永久
えいきゅう,永久,永久,えいきょう,影响
えいきょう,影響,影响,えいぎょう,营业
えいぎょう,営業,营业,えいせい,卫星
えいせい,衛星,卫星,えいよう,营养
えいよう,栄養,营养,えがお,笑脸
えがお,笑顔,笑脸,えがく,描绘
えがく,描く,描绘,えさ,饵料
えさ,餌,饵料,エネルギー,能量
エネルギー,,能量,える,得到
える,得る,得到,うる,得到
うる,得る,得到,えん,圆
えん,円,圆,えんき,延期
えんき,延期,延期,えんぎ,演技
えんぎ,演技,演技,えんじょ,援助
えんじょ,援助,援助,エンジン,引擎
エンジン,,引擎,えんぜつ,演说
えんぜつ,演説,演说,えんそう,演奏
えんそう,演奏,演奏,えんりょ,客气
えんりょ,遠慮,客气,お,尊敬
お,御,尊敬,おい,年老
おい,老い,年老,おいつく,追上
おいつく,追い付く,追上,おう,王
おう,王,王,おう,追赶
おう,追う,追赶,おうさま,国王
おうさま,王様,国王,おうじ,王子
おうじ,王子,王子,おうじる,响应
おうじる,応じる,响应,おうだん,横穿
おうだん,横断,横穿,おえる,结束
おえる,終える,结束,おおいに,非常
おおいに,大いに,非常,おおう,覆盖
おおう,覆う,覆盖,オーバー,超过
オーバー,,超过,おおや,房东
おおや,大家,房东,おか,丘陵
おか,丘,丘陵,おき,远海
おき,沖,远海,おく,内部
おく,奥,内部,おくる,赠送
おくる,贈る,赠送,おこる,发生
おこる,起こる,发生,おさない,幼小
おさない,幼い,幼小,おさめる,取得
おさめる,収める,取得,おじいさん,爷爷
おじいさん,,爷爷,おしゃべり,聊天
おしゃべり,,聊天,おせん,污染
おせん,汚染,污染,おそらく,恐怕
おそらく,,恐怕,おそれる,害怕
おそれる,恐れる,害怕,おそろしい,可怕
おそろしい,恐ろしい,可怕,おたがい,互相
おたがい,お互い,互相,おだやか,平稳
おだやか,穏やか,平稳,おとこのひと,男人
おとこのひと,男の人,男人,おとる,劣
おとる,劣る,劣,おなか,肚子
おなか,お腹,肚子,おに,鬼
おに,鬼,鬼,おび,带
おび,帯,带,おひる,午饭
おひる,お昼,午饭,オフィス,办公室
オフィス,,办公室,おぼれる,溺水
おぼれる,溺れる,溺水,おまえ,你
おまえ,,你,おめでとう,恭喜
おめでとう,,恭喜,おめにかかる,遇见
おめにかかる,お目に掛かる,遇见,おもいで,回忆
おもいで,思い出,回忆,おもに,主要
おもに,主に,主要,おもわず,不由得
おもわず,思わず,不由得,おや,父母
おや,,父母,およぎ,游泳
およぎ,泳ぎ,游泳,およそ,大约
およそ,,大约,およぼす,施加
およぼす,及ぼす,施加,おる,在
おる,居る,在,おろす,放下
おろす,下す,放下,おろす,卸下
おろす,降ろす,卸下,おわり,结束
おわり,終,结束,おん,声音
おん,音,声音,おん,恩情
おん,恩,恩情,おんだん,温暖
おんだん,温暖,温暖,おんど,温度
おんど,温度,温度,か,可
か,可,可,か,课
か,課,课,カー,车
カー,,车,カード,卡
カード,,卡,かい,会
かい,会,会,かい,回
かい,回,回,がい,害
がい,害,害,かいいん,会员
かいいん,会員,会员,かいが,绘画
かいが,絵画,绘画,かいがい,海外
かいがい,海外,海外,かいけい,会计
かいけい,会計,会计,かいけつ,解决
かいけつ,解決,解决,かいごう,会议
かいごう,会合,会议,がいこう,外交
がいこう,外交,外交,かいし,开始
かいし,開始,开始,かいしゃく,解释
かいしゃく,解釈,解释,がいしゅつ,外出
がいしゅつ,外出,外出,かいぜん,改善
かいぜん,改善,改善,かいてき,舒适
かいてき,快適,舒适,かいふく,恢复
かいふく,回復,恢复,かう,饲养
かう,飼う,饲养,かえる,交换
かえる,替える,交换,かえる,换
かえる,換える,换,かおり,香味
かおり,香り,香味,がか,画家
がか,画家,画家,かかえる,抱
かかえる,抱える,抱,かかく,价格
かかく,価格,价格,かがく,化学
かがく,化学,化学,かがやく,闪耀
かがやく,輝く,闪耀,かかり,负责人
かかり,係,负责人,かかる,花费
かかる,掛かる,花费,かかる,患病
かかる,罹る,患病,かぎ,钥匙
かぎ,鍵,钥匙,かぎる,限制
かぎる,限る,限制,かく,画
かく,描く,画,かぐ,家具
かぐ,家具,家具,がく,学问
がく,学,学问,がく,额头
がく,額,额头,かくご,觉悟
かくご,覚悟,觉悟,かくじつ,确实
かくじつ,確実,确实,がくしゃ,学者
がくしゃ,学者,学者,がくしゅう,学习
がくしゅう,学習,学习,かくす,隐藏
かくす,隠す,隐藏,かくだい,扩大
かくだい,拡大,扩大,かくにん,确认
かくにん,確認,确认,がくもん,学问
がくもん,学問,学问,かくれる,隐藏
かくれる,隠れる,隐藏,かげ,影子
かげ,影,影子,かげ,阴影
かげ,陰,阴影,かける,缺少
かける,欠ける,缺少,かげん,加减
かげん,加減,加减,かこ,过去
かこ,過去,过去,かご,笼子
かご,籠,笼子,かこむ,包围
かこむ,囲む,包围,かさい,火灾
かさい,火災,火灾,かし,贷款
かし,貸し,贷款,かし,点心
かし,菓子,点心,かじ,家务
かじ,家事,家务,かしこい,聪明
かしこい,賢い,聪明,かしゅ,歌手
かしゅ,歌手,歌手,かず,数字
かず,数,数字,かせぐ,赚钱
かせぐ,稼ぐ,赚钱,かぞえる,数
かぞえる,数える,数,かた,型
かた,型,型,かた,肩膀
かた,肩,肩膀,かたい,硬
かたい,硬い,硬,かたがた,各位
かたがた,方々,各位,かたな,刀
かたな,刀,刀,かたる,讲述
かたる,語る,讲述,かち,胜利
かち,勝ち,胜利,かち,价值
かち,価値,价值,がっかり,失望
がっかり,,失望,かっき,活力
かっき,活気,活力,がっき,学期
がっき,学期,学期,かっこう,样子
かっこう,格好,样子,かつどう,活动
かつどう,活動,活动,かつよう,活用
かつよう,活用,活用,かなしむ,悲伤
かなしむ,悲しむ,悲伤,かならずしも,不一定
かならずしも,,不一定,かなり,相当
かなり,,相当,かね,金钱
かね,金,金钱,かねもち,有钱人
かねもち,金持ち,有钱人,かのう,可能
かのう,可能,可能,かぶ,股份
かぶ,株,股份,かぶる,遭受
かぶる,被る,遭受,かまう,介意
かまう,構う,介意,がまん,忍耐
がまん,我慢,忍耐,かみ,上
かみ,上,上,かみ,神
かみ,神,神,かみなり,雷
かみなり,雷,雷,かみのけ,头发
かみのけ,髪の毛,头发,かもく,科目
かもく,科目,科目,かもしれない,可能
かもしれない,,可能,かよう,星期二
かよう,火曜,星期二,から,天空
から,空,天空,がら,花纹
がら,柄,花纹,かる,割
かる,刈る,割,かれら,他们
かれら,彼等,他们,かわ,河
かわ,川,河,かわ,河
かわ,河,河,かわ,皮
かわ,皮,皮,かわ,皮革
かわ,革,皮革,かわいそう,可怜
かわいそう,,可怜,かわいらしい,可爱
かわいらしい,,可爱,かん,罐
かん,缶,罐,かん,直觉
かん,勘,直觉,かんがえ,想法
かんがえ,考え,想法,かんかく,感觉
かんかく,感覚,感觉,かんきゃく,观众
かんきゃく,観客,观众,かんきょう,环境
かんきょう,環境,环境,かんげい,欢迎
かんげい,歓迎,欢迎,かんこう,观光
かんこう,観光,观光,かんさつ,观察
かんさつ,観察,观察,かんじ,感觉
かんじ,感じ,感觉,かんしゃ,感谢
かんしゃ,感謝,感谢,かんじゃ,患者
かんじゃ,患者,患者,かんじょう,计算
かんじょう,勘定,计算,かんじょう,感情
かんじょう,感情,感情,かんじる,感觉
かんじる,感じる,感觉,かんしん,佩服
かんしん,感心,佩服,かんしん,关心
かんしん,関心,关心,かんする,关于
かんする,関する,关于,かんせい,完成
かんせい,完成,完成,かんぜん,完全
かんぜん,完全,完全,かんどう,感动
かんどう,感動,感动,かんとく,监督
かんとく,監督,监督,かんり,管理
かんり,管理,管理,かんりょう,完了
かんりょう,完了,完了,かんれん,相关
かんれん,関連,相关,ぎいん,议员
ぎいん,議員,议员,きおく,记忆
きおく,記憶,记忆,きおん,气温
きおん,気温,气温,きかい,机械
きかい,機械,机械,ぎかい,议会
ぎかい,議会,议会,きかん,期间
きかん,期間,期间,きかん,机关
きかん,機関,机关,きぎょう,企业
きぎょう,企業,企业,きく,有效
きく,効く,有效,きげん,心情
きげん,機嫌,心情,きこう,气候
きこう,気候,气候,きし,岸
きし,岸,岸,きじ,出生地
きじ,生地,出生地,きじ,报道
きじ,記事,报道,ぎし,技师
ぎし,技師,技师,きしゃ,记者
きしゃ,記者,记者,きず,伤
きず,傷,伤,きたい,期待
きたい,期待,期待,きたく,回家
きたく,帰宅,回家,きちょう,贵重
きちょう,貴重,贵重,ぎちょう,议长
ぎちょう,議長,议长,きちんと,整齐
きちんと,,整齐,きつい,紧
きつい,,紧,きづく,注意到
きづく,気付く,注意到,きにいる,中意
きにいる,気に入る,中意,きにゅう,记入
きにゅう,記入,记入,きねん,纪念
きねん,記念,纪念,きのう,功能
きのう,機能,功能,きのどく,可怜
きのどく,気の毒,可怜,きふ,捐赠
きふ,寄付,捐赠,きぼう,希望
きぼう,希望,希望,きほん,基本
きほん,基本,基本,きまり,规定
きまり,決まり,规定,きみ,样子
きみ,気味,样子,きみょう,奇怪
きみょう,奇妙,奇怪,ぎむ,义务
ぎむ,義務,义务,ぎもん,疑问
ぎもん,疑問,疑问,ぎゃく,相反
ぎゃく,逆,相反,キャプテン,队长
キャプテン,,队长,キャンプ,露营
キャンプ,,露营,きゅう,九
きゅう,九,九,きゅう,旧
きゅう,旧,旧,きゅう,级
きゅう,級,级,きゅう,球
きゅう,球,球,きゅうか,休假
きゅうか,休暇,休假,きゅうけい,休息
きゅうけい,休憩,休息,きゅうげき,急剧
きゅうげき,急激,急剧,きゅうしゅう,吸收
きゅうしゅう,吸収,吸收,きゅうじょ,救助
きゅうじょ,救助,救助,きゅうそく,快速
きゅうそく,急速,快速,きゅうに,突然
きゅうに,急に,突然,きゅうりょう,工资
きゅうりょう,給料,工资,きよう,熟练
きよう,器用,熟练,きょうかしょ,教科书
きょうかしょ,教科書,教科书,きょうぎ,竞技
きょうぎ,競技,竞技,ぎょうぎ,礼貌
ぎょうぎ,行儀,礼貌,きょうきゅう,供给
きょうきゅう,供給,供给,きょうし,教师
きょうし,教師,教师,きょうじゅ,教授
きょうじゅ,教授,教授,きょうちょう,强调
きょうちょう,強調,强调,きょうつう,共同
きょうつう,共通,共同,きょうどう,共同
きょうどう,共同,共同,きょうふ,恐怖
きょうふ,恐怖,恐怖,きょうりょく,协力
きょうりょく,協力,协力,きょうりょく,强力
きょうりょく,強力,强力,きょか,许可
きょか,許可,许可,きょく,局
きょく,局,局,きょだい,巨大
きょだい,巨大,巨大,きらう,讨厌
きらう,嫌う,讨厌,きり,雾
きり,霧,雾,きれ,布
きれ,切れ,布,きれる,断
きれる,切れる,断,キロ,公斤
キロ,,公斤,きろく,记录
きろく,記録,记录,ぎろん,议论
ぎろん,議論,议论,きん,金
きん,金,金,ぎん,银
ぎん,銀,银,きんえん,禁烟
きんえん,禁煙,禁烟,きんがく,金额
きんがく,金額,金额,きんこ,金库
きんこ,金庫,金库,きんし,禁止
きんし,禁止,禁止,きんせん,金钱
きんせん,金銭,金钱,きんぞく,金属
きんぞく,金属,金属,きんだい,近代
きんだい,近代,近代,きんちょう,紧张
きんちょう,緊張,紧张,きんにく,肌肉
きんにく,筋肉,肌肉,きんゆう,金融
きんゆう,金融,金融,きんよう,星期五
きんよう,金曜,星期五,く,九
く,九,九,く,句
く,句,句,くう,吃
くう,食う,吃,ぐうぜん,偶然
ぐうぜん,偶然,偶然,くさい,臭
くさい,臭い,臭,くさり,锁链
くさり,鎖,锁链,くさる,腐烂
くさる,腐る,腐烂,くせ,习惯
くせ,癖,习惯,くだ,管
くだ,管,管,ぐたい,具体
ぐたい,具体,具体,くださる,给予
くださる,下さる,给予,くだり,下行
くだり,下り,下行,くつう,痛苦
くつう,苦痛,痛苦,ぐっすり,熟睡
ぐっすり,,熟睡,くべつ,区别
くべつ,区別,区别,くみ,组
くみ,組,组,くみあい,工会
くみあい,組合,工会,くむ,组合
くむ,組む,组合,くもり,阴天
くもり,曇り,阴天,くらい,等级
くらい,位,等级,くらし,生活
くらし,暮らし,生活,クラシック,古典
クラシック,,古典,くらす,生活
くらす,暮らす,生活,グラス,玻璃杯
グラス,,玻璃杯,グランド,运动场
グランド,,运动场,クリーム,奶油
クリーム,,奶油,くりかえす,重复
くりかえす,繰り返す,重复,クリスマス,圣诞节
クリスマス,,圣诞节,くるう,发疯
くるう,狂う,发疯,グループ,小组
グループ,,小组,くるしい,痛苦
くるしい,苦しい,痛苦,くるしむ,痛苦
くるしむ,苦しむ,痛苦,くれ,年末
くれ,暮れ,年末,くろう,辛苦
くろう,苦労,辛苦,くわえる,添加
くわえる,加える,添加,くわしい,详细
くわしい,詳しい,详细,くわわる,加入
くわわる,加わる,加入,くん,训读
くん,訓,训读,ぐん,军队
ぐん,軍,军队,ぐんたい,军队
ぐんたい,軍隊,军队,くんれん,训练
くんれん,訓練,训练,げ,下
げ,下,下,けい,计划
けい,計,计划,けいい,敬意
けいい,敬意,敬意,けいえい,经营
けいえい,経営,经营,けいかく,计划
けいかく,計画,计划,けいき,景气
けいき,景気,景气,けいけん,经验
けいけん,経験,经验,けいこう,倾向
けいこう,傾向,倾向,けいこく,警告
けいこく,警告,警告,けいさん,计算
けいさん,計算,计算,けいじ,告示
けいじ,掲示,告示,けいじ,刑事
けいじ,刑事,刑事,げいじゅつ,艺术
げいじゅつ,芸術,艺术,けいやく,合同
けいやく,契約,合同,けいゆ,经由
けいゆ,経由,经由,ケース,案例
ケース,,案例,ゲーム,游戏
ゲーム,,游戏,けが,受伤
けが,怪我,受伤,げき,戏剧
げき,劇,戏剧,げきじょう,剧场
げきじょう,劇場,剧场,けしょう,化妆
けしょう,化粧,化妆,けち,小气
けち,,小气,けっか,结果
けっか,結果,结果,けっかん,缺陷
けっかん,欠陥,缺陷,けっきょく,结果
けっきょく,結局,结果,けっしん,决心
けっしん,決心,决心,けっせき,缺席
けっせき,欠席,缺席,けってい,决定
けってい,決定,决定,けってん,缺点
けってん,欠点,缺点,げつよう,星期一
げつよう,月曜,星期一,けつろん,结论
けつろん,結論,结论,けむり,烟
けむり,煙,烟,けん,票
けん,券,票,けん,县
けん,県,县,けん,屋檐
けん,軒,屋檐,けんか,吵架
けんか,喧嘩,吵架,けんかい,见解
けんかい,見解,见解,げんかい,界限
げんかい,限界,界限,げんきん,现金
げんきん,現金,现金,げんご,语言
げんご,言語,语言,けんこう,健康
けんこう,健康,健康,けんさ,检查
けんさ,検査,检查,げんざい,现在
げんざい,現在,现在,げんじつ,现实
げんじつ,現実,现实,げんしょう,现象
げんしょう,現象,现象,げんじょう,现状
げんじょう,現状,现状,けんせつ,建设
けんせつ,建設,建设,げんだい,现代
げんだい,現代,现代,けんちく,建筑
けんちく,建築,建筑,けんとう,估计
けんとう,見当,估计,けんとう,研究
けんとう,検討,研究,げんば,现场
げんば,現場,现场,けんぽう,宪法
けんぽう,憲法,宪法,けんり,权利
けんり,権利,权利,ご,后
ご,後,后,ご,语言
ご,語,语言,こい,恋爱
こい,恋,恋爱,こい,浓
こい,濃い,浓,こいびと,恋人
こいびと,恋人,恋人,こううん,好运
こううん,幸運,好运,こうえん,演讲
こうえん,講演,演讲,こうか,效果
こうか,効果,效果,こうか,硬币
こうか,硬貨,硬币,こうか,高价
こうか,高価,高价,ごうか,豪华
ごうか,豪華,豪华,ごうかく,合格
ごうかく,合格,合格,こうかん,交换
こうかん,交換,交换,こうくう,航空
こうくう,航空,航空,こうけい,光景
こうけい,光景,光景,ごうけい,合计
ごうけい,合計,合计,こうげき,攻击
こうげき,攻撃,攻击,こうけん,贡献
こうけん,貢献,贡献,こうこく,广告
こうこく,広告,广告,こうさい,交往
こうさい,交際,交往,こうしゃ,后者
こうしゃ,後者,后者,こうば,工厂
こうば,工場,工厂,こうせい,构成
こうせい,構成,构成,こうそく,高速
こうそく,高速,高速,こうどう,行动
こうどう,行動,行动,ごうとう,强盗
ごうとう,強盗,强盗,こうふく,幸福
こうふく,幸福,幸福,こうへい,公平
こうへい,公平,公平,こうほ,候选
こうほ,候補,候选,こうりょ,考虑
こうりょ,考慮,考虑,こえる,超过
こえる,越える,超过,コーチ,教练
コーチ,,教练,コード,代码
コード,,代码,こおり,冰
こおり,氷,冰,こおる,结冰
こおる,凍る,结冰,ゴール,终点
ゴール,,终点,ごかい,误解
ごかい,誤解,误解,ごがく,语言学
ごがく,語学,语言学,こきゅう,呼吸
こきゅう,呼吸,呼吸,こきょう,故乡
こきょう,故郷,故乡,ごく,非常
ごく,極,非常,こくご,国语
こくご,国語,国语,こくばん,黑板
こくばん,黒板,黑板,こくふく,克服
こくふく,克服,克服,こくみん,国民
こくみん,国民,国民,こくもつ,谷物
こくもつ,穀物,谷物,ここ,这里
ここ,ここ,这里,こし,腰
こし,腰,腰,こしょう,故障
こしょう,故障,故障,こじん,个人
こじん,個人,个人,こす,超过
こす,越す,超过,こっか,国家
こっか,国家,国家,こっかい,国会
こっかい,国会,国会,こっきょう,国境
こっきょう,国境,国境,こっせつ,骨折
こっせつ,骨折,骨折,こづつみ,包裹
こづつみ,小包,包裹,こと,事情
こと,事,事情,ことなる,不同
ことなる,異なる,不同,ことわざ,谚语
ことわざ,諺,谚语,ことわる,拒绝
ことわる,断る,拒绝,こな,粉末
こな,粉,粉末,この,这个
この,この,这个,このみ,喜好
このみ,好み,喜好,このむ,喜欢
このむ,好む,喜欢,コピー,复印
コピー,,复印,ごみ,垃圾
ごみ,塵,垃圾,こむぎ,小麦
こむぎ,小麦,小麦,ごめんなさい,对不起
ごめんなさい,,对不起,こや,小屋
こや,小屋,小屋,これら,这些
これら,,这些,ころ,时候
ころ,頃,时候,ころす,杀
ころす,殺す,杀,ころぶ,摔倒
ころぶ,転ぶ,摔倒,こんかい,这次
こんかい,今回,这次,こんご,今后
こんご,今後,今后,こんざつ,混乱
こんざつ,混雑,混乱,こんなに,如此
こんなに,,如此,こんなん,困难
こんなん,困難,困难,こんにち,今天
こんにち,今日,今天,こんにちは,你好
こんにちは,,你好,コンピューター,电脑
コンピューター,,电脑,こんやく,婚约
こんやく,婚約,婚约,こんらん,混乱
こんらん,混乱,混乱,さ,差
さ,差,差,サービス,服务
サービス,,服务,さい,场合
さい,際,场合,さいこう,最高
さいこう,最高,最高,ざいさん,财产
ざいさん,財産,财产,さいしゅう,最终
さいしゅう,最終,最终,さいちゅう,中间
さいちゅう,最中,中间,さいてい,最低
さいてい,最低,最低,さいのう,才能
さいのう,才能,才能,さいばん,审判
さいばん,裁判,审判,ざいりょう,材料
ざいりょう,材料,材料,さいわい,幸运
さいわい,幸い,幸运,サイン,签名
サイン,,签名,さかい,边界
さかい,境,边界,さからう,反抗
さからう,逆らう,反抗,さかり,盛况
さかり,盛り,盛况,さぎょう,作业
さぎょう,作業,作业,さく,去年
さく,昨,去年,さくひん,作品
さくひん,作品,作品,さくもつ,农作物
さくもつ,作物,农作物,さくら,樱花
さくら,桜,樱花,さけ,酒
さけ,酒,酒,さけぶ,喊叫
さけぶ,叫ぶ,喊叫,さける,避免
さける,避ける,避免,ささえる,支撑
ささえる,支える,支撑,さす,指
さす,指す,指,させき,座位
させき,座席,座位,さそう,邀请
さそう,誘う,邀请,さつ,钞票
さつ,札,钞票,さっか,作家
さっか,作家,作家,さっきょく,作曲
さっきょく,作曲,作曲,ざっと,大致
ざっと,,大致,さっぱり,清爽
さっぱり,,清爽,さて,那么
さて,,那么,さばく,沙漠
さばく,砂漠,沙漠,さべつ,歧视
さべつ,差別,歧视,さほう,礼貌
さほう,作法,礼貌,さまざま,各种
さまざま,様々,各种,さます,唤醒
さます,覚ます,唤醒,さめる,醒
さめる,覚める,醒,さゆう,左右
さゆう,左右,左右,さら,盘子
さら,皿,盘子,さらに,更加
さらに,更に,更加,さる,离开
さる,去る,离开,さる,猴子
さる,猿,猴子,さわぎ,骚动
さわぎ,騒ぎ,骚动,さんか,参加
さんか,参加,参加,さんこう,参考
さんこう,参考,参考,さんせい,赞成
さんせい,賛成,赞成,さんそ,氧气
さんそ,酸素,氧气,さんぽ,散步
さんぽ,散歩,散步,し,四
し,四,四,し,姓
し,氏,姓,し,诗
し,詩,诗,しあわせ,幸福
しあわせ,幸せ,幸福,ジーンズ,牛仔裤
ジーンズ,,牛仔裤,ジェットき,喷气式飞机
ジェットき,ジェット機,喷气式飞机,じかに,直接
じかに,直に,直接,しかも,而且
しかも,,而且,しかる,斥责
しかる,叱る,斥责,しき,仪式
しき,式,仪式,じき,直接
じき,直,直接,じき,时期
じき,時期,时期,しきゅう,支付
しきゅう,支給,支付,しきりに,频繁
しきりに,,频繁,しげき,刺激
しげき,刺激,刺激,しげん,资源
しげん,資源,资源,じけん,事件
じけん,事件,事件,じこく,时刻
じこく,時刻,时刻,じさつ,自杀
じさつ,自殺,自杀,じじつ,事实
じじつ,事実,事实,ししゅつ,支出
ししゅつ,支出,支出,じじょう,情况
じじょう,事情,情况,しじん,诗人
しじん,詩人,诗人,じしん,自身
じしん,自身,自身,しずむ,下沉
しずむ,沈む,下沉,しぜん,自然
しぜん,自然,自然,しそう,思想
しそう,思想,思想,した,舌头
した,舌,舌头,しだい,顺序
しだい,次第,顺序,じたい,事态
じたい,事態,事态,したがう,跟随
したがう,従う,跟随,したがって,因此
したがって,したがって,因此,したく,准备
したく,支度,准备,したしい,亲密
したしい,親しい,亲密,しち,七
しち,七,七,しつ,质量
しつ,質,质量,しつぎょう,失业
しつぎょう,失業,失业,じっけん,实验
じっけん,実験,实验,じつげん,实现
